Id,ProductId,UserId,Score,Time,Summary,Text,clean_text,sentiment,words,filtered_words
32785,B0083QJU72,A2L7VJV9RRSQ2F,5,2012-07-26 00:00:00,VERY EXCELLENT,"I bought this Maple Syrup based on the reviews of this product and I am very pleased.<br /><br />In the past I had always purchased Grade A Maple Syrup at the market. I was not even<br />aware of a Grade B. However, I have found the Grade B to be very robust and full<br />flavored on my Belgian Waffles for breakfast.<br /><br />A great way to start the day!",i bought this maple syrup based on the reviews of this product and i am very pleasedbr br in the past i had always purchased grade a maple syrup at the market i was not evenbr aware of a grade b however i have found the grade b to be very robust and fullbr flavored on my belgian waffles for breakfastbr br a great way to start the day,Positive,"[""i"",""bought"",""this"",""maple"",""syrup"",""based"",""on"",""the"",""reviews"",""of"",""this"",""product"",""and"",""i"",""am"",""very"",""pleasedbr"",""br"",""in"",""the"",""past"",""i"",""had"",""always"",""purchased"",""grade"",""a"",""maple"",""syrup"",""at"",""the"",""market"",""i"",""was"",""not"",""evenbr"",""aware"",""of"",""a"",""grade"",""b"",""however"",""i"",""have"",""found"",""the"",""grade"",""b"",""to"",""be"",""very"",""robust"",""and"",""fullbr"",""flavored"",""on"",""my"",""belgian"",""waffles"",""for"",""breakfastbr"",""br"",""a"",""great"",""way"",""to"",""start"",""the"",""day""]","[""bought"",""maple"",""syrup"",""based"",""reviews"",""product"",""pleasedbr"",""br"",""past"",""always"",""purchased"",""grade"",""maple"",""syrup"",""market"",""evenbr"",""aware"",""grade"",""b"",""however"",""found"",""grade"",""b"",""robust"",""fullbr"",""flavored"",""belgian"",""waffles"",""breakfastbr"",""br"",""great"",""way"",""start"",""day""]"
32931,B001P05K8Q,A2XET9LLTRHR2T,5,2006-11-09 00:00:00,CET HEXtra chews,I was totally satisfied with the ordering of this product.  It was easy to order and my order was filled and shipped quickly.  I will definitely use them again.,i was totally satisfied with the ordering of this product it was easy to order and my order was filled and shipped quickly i will definitely use them again,Positive,"[""i"",""was"",""totally"",""satisfied"",""with"",""the"",""ordering"",""of"",""this"",""product"",""it"",""was"",""easy"",""to"",""order"",""and"",""my"",""order"",""was"",""filled"",""and"",""shipped"",""quickly"",""i"",""will"",""definitely"",""use"",""them"",""again""]","[""totally"",""satisfied"",""ordering"",""product"",""easy"",""order"",""order"",""filled"",""shipped"",""quickly"",""definitely"",""use""]"
32997,B001P05K8Q,A1EFS9M7Y749IY,4,2011-02-22 00:00:00,Great Dental Workout for Your Dog,"Great way to give your dog a healthy dental workout every day.  Every morning our dogs are waking us up to start their day with a HEXtra Chew, they even forgo eating to have their chew first thing in the morning.  We find that their teeth and breath are cleaner and fresher then every before and they each go to their own rug to enjoy their morning chew much like we enjoy our first cup of coffee in a favorite chair.",great way to give your dog a healthy dental workout every day every morning our dogs are waking us up to start their day with a hextra chew they even forgo eating to have their chew first thing in the morning we find that their teeth and breath are cleaner and fresher then every before and they each go to their own rug to enjoy their morning chew much like we enjoy our first cup of coffee in a favorite chair,Positive,"[""great"",""way"",""to"",""give"",""your"",""dog"",""a"",""healthy"",""dental"",""workout"",""every"",""day"",""every"",""morning"",""our"",""dogs"",""are"",""waking"",""us"",""up"",""to"",""start"",""their"",""day"",""with"",""a"",""hextra"",""chew"",""they"",""even"",""forgo"",""eating"",""to"",""have"",""their"",""chew"",""first"",""thing"",""in"",""the"",""morning"",""we"",""find"",""that"",""their"",""teeth"",""and"",""breath"",""are"",""cleaner"",""and"",""fresher"",""then"",""every"",""before"",""and"",""they"",""each"",""go"",""to"",""their"",""own"",""rug"",""to"",""enjoy"",""their"",""morning"",""chew"",""much"",""like"",""we"",""enjoy"",""our"",""first"",""cup"",""of"",""coffee"",""in"",""a"",""favorite"",""chair""]","[""great"",""way"",""give"",""dog"",""healthy"",""dental"",""workout"",""every"",""day"",""every"",""morning"",""dogs"",""waking"",""us"",""start"",""day"",""hextra"",""chew"",""even"",""forgo"",""eating"",""chew"",""first"",""thing"",""morning"",""find"",""teeth"",""breath"",""cleaner"",""fresher"",""every"",""go"",""rug"",""enjoy"",""morning"",""chew"",""much"",""like"",""enjoy"",""first"",""cup"",""coffee"",""favorite"",""chair""]"
33509,B006N3I84I,A1SMPUB4Z62KJF,1,2011-08-27 00:00:00,Tully's DEFECTIVE K-cups,"You should stop selling these DEFECTIVE Tully's products!<br /><br />I bought 2 packages of Tully's Italian Roast K-cups (48 cups) on July 20, 2011. I quickly discovered that all were defective. The airtight seal on each and every K-cup was broken and, when put into the Keurig coffeemaker, it spilled coffee grounds into both the coffee and the machine.<br /><br />I contacted Tully's customer service line, explained what'd happened and they couldn't have been more rude, condescending and unhelpful. They refused to send a refund or coupon through Amazon (to eventually credit my account) unless I sent these two boxes back and they inspected them. By the time these were opened a month later, the Amazon packing was long gone and these crappy K-cups were despoiling our pantry. My wife tossed them in disgust.<br /><br />Our first and last purchase from Tully's. Shame on them for such lousy customer service and for failing to stand by their products!.",you should stop selling these defective tullys productsbr br i bought 2 packages of tullys italian roast kcups 48 cups on july 20 2011 i quickly discovered that all were defective the airtight seal on each and every kcup was broken and when put into the keurig coffeemaker it spilled coffee grounds into both the coffee and the machinebr br i contacted tullys customer service line explained whatd happened and they couldnt have been more rude condescending and unhelpful they refused to send a refund or coupon through amazon to eventually credit my account unless i sent these two boxes back and they inspected them by the time these were opened a month later the amazon packing was long gone and these crappy kcups were despoiling our pantry my wife tossed them in disgustbr br our first and last purchase from tullys shame on them for such lousy customer service and for failing to stand by their products,Negative,"[""you"",""should"",""stop"",""selling"",""these"",""defective"",""tullys"",""productsbr"",""br"",""i"",""bought"",""2"",""packages"",""of"",""tullys"",""italian"",""roast"",""kcups"",""48"",""cups"",""on"",""july"",""20"",""2011"",""i"",""quickly"",""discovered"",""that"",""all"",""were"",""defective"",""the"",""airtight"",""seal"",""on"",""each"",""and"",""every"",""kcup"",""was"",""broken"",""and"",""when"",""put"",""into"",""the"",""keurig"",""coffeemaker"",""it"",""spilled"",""coffee"",""grounds"",""into"",""both"",""the"",""coffee"",""and"",""the"",""machinebr"",""br"",""i"",""contacted"",""tullys"",""customer"",""service"",""line"",""explained"",""whatd"",""happened"",""and"",""they"",""couldnt"",""have"",""been"",""more"",""rude"",""condescending"",""and"",""unhelpful"",""they"",""refused"",""to"",""send"",""a"",""refund"",""or"",""coupon"",""through"",""amazon"",""to"",""eventually"",""credit"",""my"",""account"",""unless"",""i"",""sent"",""these"",""two"",""boxes"",""back"",""and"",""they"",""inspected"",""them"",""by"",""the"",""time"",""these"",""were"",""opened"",""a"",""month"",""later"",""the"",""amazon"",""packing"",""was"",""long"",""gone"",""and"",""these"",""crappy"",""kcups"",""were"",""despoiling"",""our"",""pantry"",""my"",""wife"",""tossed"",""them"",""in"",""disgustbr"",""br"",""our"",""first"",""and"",""last"",""purchase"",""from"",""tullys"",""shame"",""on"",""them"",""for"",""such"",""lousy"",""customer"",""service"",""and"",""for"",""failing"",""to"",""stand"",""by"",""their"",""products""]","[""stop"",""selling"",""defective"",""tullys"",""productsbr"",""br"",""bought"",""2"",""packages"",""tullys"",""italian"",""roast"",""kcups"",""48"",""cups"",""july"",""20"",""2011"",""quickly"",""discovered"",""defective"",""airtight"",""seal"",""every"",""kcup"",""broken"",""put"",""keurig"",""coffeemaker"",""spilled"",""coffee"",""grounds"",""coffee"",""machinebr"",""br"",""contacted"",""tullys"",""customer"",""service"",""line"",""explained"",""whatd"",""happened"",""couldnt"",""rude"",""condescending"",""unhelpful"",""refused"",""send"",""refund"",""coupon"",""amazon"",""eventually"",""credit"",""account"",""unless"",""sent"",""two"",""boxes"",""back"",""inspected"",""time"",""opened"",""month"",""later"",""amazon"",""packing"",""long"",""gone"",""crappy"",""kcups"",""despoiling"",""pantry"",""wife"",""tossed"",""disgustbr"",""br"",""first"",""last"",""purchase"",""tullys"",""shame"",""lousy"",""customer"",""service"",""failing"",""stand"",""products""]"
33634,B001FA1MF6,A93QRTOBIRIYF,1,2010-05-14 00:00:00,vegetarian Pet Guard Dog Food,I opened a can and it smelled like cigarettes which I was informed was bad bacteria.  I reported this to Amazon whom I got it from and they sent me another 6 pack for replacement BUT it also smelled badly...At this point I gave up trying. I am all for organic but this stuff was poor in my opinion.  Allot of it seemed like hard rice and it smelled like cigarettes and bad bacteria.  I wouldn't buy it again.,i opened a can and it smelled like cigarettes which i was informed was bad bacteria i reported this to amazon whom i got it from and they sent me another 6 pack for replacement but it also smelled badlyat this point i gave up trying i am all for organic but this stuff was poor in my opinion allot of it seemed like hard rice and it smelled like cigarettes and bad bacteria i wouldnt buy it again,Negative,"[""i"",""opened"",""a"",""can"",""and"",""it"",""smelled"",""like"",""cigarettes"",""which"",""i"",""was"",""informed"",""was"",""bad"",""bacteria"",""i"",""reported"",""this"",""to"",""amazon"",""whom"",""i"",""got"",""it"",""from"",""and"",""they"",""sent"",""me"",""another"",""6"",""pack"",""for"",""replacement"",""but"",""it"",""also"",""smelled"",""badlyat"",""this"",""point"",""i"",""gave"",""up"",""trying"",""i"",""am"",""all"",""for"",""organic"",""but"",""this"",""stuff"",""was"",""poor"",""in"",""my"",""opinion"",""allot"",""of"",""it"",""seemed"",""like"",""hard"",""rice"",""and"",""it"",""smelled"",""like"",""cigarettes"",""and"",""bad"",""bacteria"",""i"",""wouldnt"",""buy"",""it"",""again""]","[""opened"",""smelled"",""like"",""cigarettes"",""informed"",""bad"",""bacteria"",""reported"",""amazon"",""got"",""sent"",""another"",""6"",""pack"",""replacement"",""also"",""smelled"",""badlyat"",""point"",""gave"",""trying"",""organic"",""stuff"",""poor"",""opinion"",""allot"",""seemed"",""like"",""hard"",""rice"",""smelled"",""like"",""cigarettes"",""bad"",""bacteria"",""wouldnt"",""buy""]"
33728,B000CONMBS,A2UCJPXXBY4CE1,5,2009-01-11 00:00:00,The perfect snack!,When you want something delicious to nibble on without loading on the calories -- this is a great answer.,when you want something delicious to nibble on without loading on the calories this is a great answer,Positive,"[""when"",""you"",""want"",""something"",""delicious"",""to"",""nibble"",""on"",""without"",""loading"",""on"",""the"",""calories"",""this"",""is"",""a"",""great"",""answer""]","[""want"",""something"",""delicious"",""nibble"",""without"",""loading"",""calories"",""great"",""answer""]"
34049,B00412W76S,AFHUP90KARX08,4,2012-09-13 00:00:00,Great product.,"this is a great product,it helps to relieve my bloating.I will order it again.Thank you.its better then anything else i have tryed",this is a great productit helps to relieve my bloatingi will order it againthank youits better then anything else i have tryed,Positive,"[""this"",""is"",""a"",""great"",""productit"",""helps"",""to"",""relieve"",""my"",""bloatingi"",""will"",""order"",""it"",""againthank"",""youits"",""better"",""then"",""anything"",""else"",""i"",""have"",""tryed""]","[""great"",""productit"",""helps"",""relieve"",""bloatingi"",""order"",""againthank"",""youits"",""better"",""anything"",""else"",""tryed""]"
34653,B001EQ582E,A2QQVABO9P17XI,5,2012-02-17 00:00:00,Mustard sauce ...,"I love using the Hotmustard product on most items... baste with it on chicken, and especially pork dishes.  Use the hot mustard mixed with beer and brown sugar...yummy...<br />also for toppings of snack meat crackers served to visitors.  They love it !!!",i love using the hotmustard product on most items baste with it on chicken and especially pork dishes use the hot mustard mixed with beer and brown sugaryummybr also for toppings of snack meat crackers served to visitors they love it ,Positive,"[""i"",""love"",""using"",""the"",""hotmustard"",""product"",""on"",""most"",""items"",""baste"",""with"",""it"",""on"",""chicken"",""and"",""especially"",""pork"",""dishes"",""use"",""the"",""hot"",""mustard"",""mixed"",""with"",""beer"",""and"",""brown"",""sugaryummybr"",""also"",""for"",""toppings"",""of"",""snack"",""meat"",""crackers"",""served"",""to"",""visitors"",""they"",""love"",""it""]","[""love"",""using"",""hotmustard"",""product"",""items"",""baste"",""chicken"",""especially"",""pork"",""dishes"",""use"",""hot"",""mustard"",""mixed"",""beer"",""brown"",""sugaryummybr"",""also"",""toppings"",""snack"",""meat"",""crackers"",""served"",""visitors"",""love""]"
34962,B002DLXXHG,A2OBX3W148CSWM,5,2009-10-12 00:00:00,Tasty,"This is pretty good jerky, it goes really well with a  few beers. Smells kind of funky tho... It's also a little moist for me. I like my jerky dry and stringy, but it is proper jerky. It's not that chopped and formed stuff, and it is really tasty.<br /><br />All in all, for the price, I haven't found any better...",this is pretty good jerky it goes really well with a few beers smells kind of funky tho its also a little moist for me i like my jerky dry and stringy but it is proper jerky its not that chopped and formed stuff and it is really tastybr br all in all for the price i havent found any better,Positive,"[""this"",""is"",""pretty"",""good"",""jerky"",""it"",""goes"",""really"",""well"",""with"",""a"",""few"",""beers"",""smells"",""kind"",""of"",""funky"",""tho"",""its"",""also"",""a"",""little"",""moist"",""for"",""me"",""i"",""like"",""my"",""jerky"",""dry"",""and"",""stringy"",""but"",""it"",""is"",""proper"",""jerky"",""its"",""not"",""that"",""chopped"",""and"",""formed"",""stuff"",""and"",""it"",""is"",""really"",""tastybr"",""br"",""all"",""in"",""all"",""for"",""the"",""price"",""i"",""havent"",""found"",""any"",""better""]","[""pretty"",""good"",""jerky"",""goes"",""really"",""well"",""beers"",""smells"",""kind"",""funky"",""tho"",""also"",""little"",""moist"",""like"",""jerky"",""dry"",""stringy"",""proper"",""jerky"",""chopped"",""formed"",""stuff"",""really"",""tastybr"",""br"",""price"",""havent"",""found"",""better""]"
35123,B003SWL5CO,AYER2WRRI5BAX,5,2012-10-16 00:00:00,A favorite,"You can prepare this with any kind of meat and it will still be excellant.  My wife loves my Prawns Korma the best.  I add a dash of celantro, dash of mint, and a dash of cinnamon.  Tastes great with Sukhi's lemon rice or regular minute rice.",you can prepare this with any kind of meat and it will still be excellant my wife loves my prawns korma the best i add a dash of celantro dash of mint and a dash of cinnamon tastes great with sukhis lemon rice or regular minute rice,Positive,"[""you"",""can"",""prepare"",""this"",""with"",""any"",""kind"",""of"",""meat"",""and"",""it"",""will"",""still"",""be"",""excellant"",""my"",""wife"",""loves"",""my"",""prawns"",""korma"",""the"",""best"",""i"",""add"",""a"",""dash"",""of"",""celantro"",""dash"",""of"",""mint"",""and"",""a"",""dash"",""of"",""cinnamon"",""tastes"",""great"",""with"",""sukhis"",""lemon"",""rice"",""or"",""regular"",""minute"",""rice""]","[""prepare"",""kind"",""meat"",""still"",""excellant"",""wife"",""loves"",""prawns"",""korma"",""best"",""add"",""dash"",""celantro"",""dash"",""mint"",""dash"",""cinnamon"",""tastes"",""great"",""sukhis"",""lemon"",""rice"",""regular"",""minute"",""rice""]"
35673,B000FAPPV4,ADID3R401N1QV,2,2012-05-14 00:00:00,Failed to deliver as promised,"""This Mother's Day order was represented as being a """"Platinum Collection"""" bouquet",this mothers day order was represented as being a platinum collection bouquet,Negative,"[""this"",""mothers"",""day"",""order"",""was"",""represented"",""as"",""being"",""a"",""platinum"",""collection"",""bouquet""]","[""mothers"",""day"",""order"",""represented"",""platinum"",""collection"",""bouquet""]"
35725,B00020UGN4,AD2LYG71T6AZB,5,2009-04-26 00:00:00,remembering Belgium,"We lived in Belgium for a number of years.  Tasting these wonderful chocolates took me back.....  The chocs. themselves were delicious with all the sorts of fillings I enjoy.  I also enjoyed the different chocolate surrounding the centres.  Leonidas was a regular part of our lives and hope that I can enjoy these little luxuries again, more regularly.  The delivery was extremely speedy too.",we lived in belgium for a number of years tasting these wonderful chocolates took me back the chocs themselves were delicious with all the sorts of fillings i enjoy i also enjoyed the different chocolate surrounding the centres leonidas was a regular part of our lives and hope that i can enjoy these little luxuries again more regularly the delivery was extremely speedy too,Positive,"[""we"",""lived"",""in"",""belgium"",""for"",""a"",""number"",""of"",""years"",""tasting"",""these"",""wonderful"",""chocolates"",""took"",""me"",""back"",""the"",""chocs"",""themselves"",""were"",""delicious"",""with"",""all"",""the"",""sorts"",""of"",""fillings"",""i"",""enjoy"",""i"",""also"",""enjoyed"",""the"",""different"",""chocolate"",""surrounding"",""the"",""centres"",""leonidas"",""was"",""a"",""regular"",""part"",""of"",""our"",""lives"",""and"",""hope"",""that"",""i"",""can"",""enjoy"",""these"",""little"",""luxuries"",""again"",""more"",""regularly"",""the"",""delivery"",""was"",""extremely"",""speedy"",""too""]","[""lived"",""belgium"",""number"",""years"",""tasting"",""wonderful"",""chocolates"",""took"",""back"",""chocs"",""delicious"",""sorts"",""fillings"",""enjoy"",""also"",""enjoyed"",""different"",""chocolate"",""surrounding"",""centres"",""leonidas"",""regular"",""part"",""lives"",""hope"",""enjoy"",""little"",""luxuries"",""regularly"",""delivery"",""extremely"",""speedy""]"
35910,B000LKXJEI,A2CH3AVJI0UR3P,5,2012-02-25 00:00:00,Makes me a happy vegetarian!,"Hickory Smoked Primal Jerky is awesome! Jerky is one of the few things I have really missed since becoming a vegetarian, this stuff is a fantastic replacement though. The flavor is great, not exactly the same as meat but still sweet and tangy like hickory smoked jerky should be. The texture is also excellent; not quite as tough as the real thing but close. Its fairly healthy too so I keep a few in my backpack as a quick awesome snack.",hickory smoked primal jerky is awesome jerky is one of the few things i have really missed since becoming a vegetarian this stuff is a fantastic replacement though the flavor is great not exactly the same as meat but still sweet and tangy like hickory smoked jerky should be the texture is also excellent not quite as tough as the real thing but close its fairly healthy too so i keep a few in my backpack as a quick awesome snack,Positive,"[""hickory"",""smoked"",""primal"",""jerky"",""is"",""awesome"",""jerky"",""is"",""one"",""of"",""the"",""few"",""things"",""i"",""have"",""really"",""missed"",""since"",""becoming"",""a"",""vegetarian"",""this"",""stuff"",""is"",""a"",""fantastic"",""replacement"",""though"",""the"",""flavor"",""is"",""great"",""not"",""exactly"",""the"",""same"",""as"",""meat"",""but"",""still"",""sweet"",""and"",""tangy"",""like"",""hickory"",""smoked"",""jerky"",""should"",""be"",""the"",""texture"",""is"",""also"",""excellent"",""not"",""quite"",""as"",""tough"",""as"",""the"",""real"",""thing"",""but"",""close"",""its"",""fairly"",""healthy"",""too"",""so"",""i"",""keep"",""a"",""few"",""in"",""my"",""backpack"",""as"",""a"",""quick"",""awesome"",""snack""]","[""hickory"",""smoked"",""primal"",""jerky"",""awesome"",""jerky"",""one"",""things"",""really"",""missed"",""since"",""becoming"",""vegetarian"",""stuff"",""fantastic"",""replacement"",""though"",""flavor"",""great"",""exactly"",""meat"",""still"",""sweet"",""tangy"",""like"",""hickory"",""smoked"",""jerky"",""texture"",""also"",""excellent"",""quite"",""tough"",""real"",""thing"",""close"",""fairly"",""healthy"",""keep"",""backpack"",""quick"",""awesome"",""snack""]"
36440,B004CLCEDE,AFKB41DYOO77L,2,2011-08-18 00:00:00,It DOES NOT taste bad......BUT...,Okay so my noodles came today and I was really excited to try them. I read good reviews and bad reviews..but I still wanted to try on my own. I opened the bag and just like the reviews it did have a fish smell...the smell wasn't as bad as I would've imagined..it's tolerable not as bad as a smell of after taking a dump. I washed them with cold water for about a minute..the smell was there a bit. Boiled them in hot water for around 5 minutes and the smell was kinda gone. So I put them in my already cooked meat sauce. Let it cook up for around 5 minutes. I tried just one little noodle...goodness..let's just say I didn't want to try again. The taste well it DOESN'T taste bad. The TEXTURE!!!!!! that's where the problem is....it just felt like I was eating a raw worm!..no I've never eaten a worm..but you know how soft warms are and imagine eating it and you feel that soft crunchiness...that's what I felt while eating it. I definitely wouldn't be able to eat the whole pack. Some reviewers said it was like rubber band....well...at least rubber band has a more harder texture. A worm is the closest thing of a texture I can tell you.<br />Do I recommend this: Of course not haha good luck. I bought mine at iherb (2 packs) for &lt;$4 so I feel sorry for those who bought 6 packs and had to throw them away.,okay so my noodles came today and i was really excited to try them i read good reviews and bad reviewsbut i still wanted to try on my own i opened the bag and just like the reviews it did have a fish smellthe smell wasnt as bad as i wouldve imaginedits tolerable not as bad as a smell of after taking a dump i washed them with cold water for about a minutethe smell was there a bit boiled them in hot water for around 5 minutes and the smell was kinda gone so i put them in my already cooked meat sauce let it cook up for around 5 minutes i tried just one little noodlegoodnesslets just say i didnt want to try again the taste well it doesnt taste bad the texture thats where the problem isit just felt like i was eating a raw wormno ive never eaten a wormbut you know how soft warms are and imagine eating it and you feel that soft crunchinessthats what i felt while eating it i definitely wouldnt be able to eat the whole pack some reviewers said it was like rubber bandwellat least rubber band has a more harder texture a worm is the closest thing of a texture i can tell youbr do i recommend this of course not haha good luck i bought mine at iherb 2 packs for lt4 so i feel sorry for those who bought 6 packs and had to throw them away,Negative,"[""okay"",""so"",""my"",""noodles"",""came"",""today"",""and"",""i"",""was"",""really"",""excited"",""to"",""try"",""them"",""i"",""read"",""good"",""reviews"",""and"",""bad"",""reviewsbut"",""i"",""still"",""wanted"",""to"",""try"",""on"",""my"",""own"",""i"",""opened"",""the"",""bag"",""and"",""just"",""like"",""the"",""reviews"",""it"",""did"",""have"",""a"",""fish"",""smellthe"",""smell"",""wasnt"",""as"",""bad"",""as"",""i"",""wouldve"",""imaginedits"",""tolerable"",""not"",""as"",""bad"",""as"",""a"",""smell"",""of"",""after"",""taking"",""a"",""dump"",""i"",""washed"",""them"",""with"",""cold"",""water"",""for"",""about"",""a"",""minutethe"",""smell"",""was"",""there"",""a"",""bit"",""boiled"",""them"",""in"",""hot"",""water"",""for"",""around"",""5"",""minutes"",""and"",""the"",""smell"",""was"",""kinda"",""gone"",""so"",""i"",""put"",""them"",""in"",""my"",""already"",""cooked"",""meat"",""sauce"",""let"",""it"",""cook"",""up"",""for"",""around"",""5"",""minutes"",""i"",""tried"",""just"",""one"",""little"",""noodlegoodnesslets"",""just"",""say"",""i"",""didnt"",""want"",""to"",""try"",""again"",""the"",""taste"",""well"",""it"",""doesnt"",""taste"",""bad"",""the"",""texture"",""thats"",""where"",""the"",""problem"",""isit"",""just"",""felt"",""like"",""i"",""was"",""eating"",""a"",""raw"",""wormno"",""ive"",""never"",""eaten"",""a"",""wormbut"",""you"",""know"",""how"",""soft"",""warms"",""are"",""and"",""imagine"",""eating"",""it"",""and"",""you"",""feel"",""that"",""soft"",""crunchinessthats"",""what"",""i"",""felt"",""while"",""eating"",""it"",""i"",""definitely"",""wouldnt"",""be"",""able"",""to"",""eat"",""the"",""whole"",""pack"",""some"",""reviewers"",""said"",""it"",""was"",""like"",""rubber"",""bandwellat"",""least"",""rubber"",""band"",""has"",""a"",""more"",""harder"",""texture"",""a"",""worm"",""is"",""the"",""closest"",""thing"",""of"",""a"",""texture"",""i"",""can"",""tell"",""youbr"",""do"",""i"",""recommend"",""this"",""of"",""course"",""not"",""haha"",""good"",""luck"",""i"",""bought"",""mine"",""at"",""iherb"",""2"",""packs"",""for"",""lt4"",""so"",""i"",""feel"",""sorry"",""for"",""those"",""who"",""bought"",""6"",""packs"",""and"",""had"",""to"",""throw"",""them"",""away""]","[""okay"",""noodles"",""came"",""today"",""really"",""excited"",""try"",""read"",""good"",""reviews"",""bad"",""reviewsbut"",""still"",""wanted"",""try"",""opened"",""bag"",""like"",""reviews"",""fish"",""smellthe"",""smell"",""wasnt"",""bad"",""wouldve"",""imaginedits"",""tolerable"",""bad"",""smell"",""taking"",""dump"",""washed"",""cold"",""water"",""minutethe"",""smell"",""bit"",""boiled"",""hot"",""water"",""around"",""5"",""minutes"",""smell"",""kinda"",""gone"",""put"",""already"",""cooked"",""meat"",""sauce"",""let"",""cook"",""around"",""5"",""minutes"",""tried"",""one"",""little"",""noodlegoodnesslets"",""say"",""didnt"",""want"",""try"",""taste"",""well"",""doesnt"",""taste"",""bad"",""texture"",""thats"",""problem"",""isit"",""felt"",""like"",""eating"",""raw"",""wormno"",""ive"",""never"",""eaten"",""wormbut"",""know"",""soft"",""warms"",""imagine"",""eating"",""feel"",""soft"",""crunchinessthats"",""felt"",""eating"",""definitely"",""wouldnt"",""able"",""eat"",""whole"",""pack"",""reviewers"",""said"",""like"",""rubber"",""bandwellat"",""least"",""rubber"",""band"",""harder"",""texture"",""worm"",""closest"",""thing"",""texture"",""tell"",""youbr"",""recommend"",""course"",""haha"",""good"",""luck"",""bought"",""mine"",""iherb"",""2"",""packs"",""lt4"",""feel"",""sorry"",""bought"",""6"",""packs"",""throw"",""away""]"
36500,B004CLCEDE,A17RZZ6KGWG4EF,2,2012-09-11 00:00:00,Not so miraculous,"Great idea - no calories, no fat, etc. They are slimey and chewing them is what I'd guess chewing worms would be like. They are firm enough to have more texture than pasta, but still gel like. I just put them with spaghetti sauce, but maybe there's a better option. Have not found it yet. I've read more about them and what nutritional benefits they may have so it makes it worth the try. Cost is certainly reasonable enough. Give them a try and maybe you'll have a better idea.",great idea no calories no fat etc they are slimey and chewing them is what id guess chewing worms would be like they are firm enough to have more texture than pasta but still gel like i just put them with spaghetti sauce but maybe theres a better option have not found it yet ive read more about them and what nutritional benefits they may have so it makes it worth the try cost is certainly reasonable enough give them a try and maybe youll have a better idea,Negative,"[""great"",""idea"",""no"",""calories"",""no"",""fat"",""etc"",""they"",""are"",""slimey"",""and"",""chewing"",""them"",""is"",""what"",""id"",""guess"",""chewing"",""worms"",""would"",""be"",""like"",""they"",""are"",""firm"",""enough"",""to"",""have"",""more"",""texture"",""than"",""pasta"",""but"",""still"",""gel"",""like"",""i"",""just"",""put"",""them"",""with"",""spaghetti"",""sauce"",""but"",""maybe"",""theres"",""a"",""better"",""option"",""have"",""not"",""found"",""it"",""yet"",""ive"",""read"",""more"",""about"",""them"",""and"",""what"",""nutritional"",""benefits"",""they"",""may"",""have"",""so"",""it"",""makes"",""it"",""worth"",""the"",""try"",""cost"",""is"",""certainly"",""reasonable"",""enough"",""give"",""them"",""a"",""try"",""and"",""maybe"",""youll"",""have"",""a"",""better"",""idea""]","[""great"",""idea"",""calories"",""fat"",""etc"",""slimey"",""chewing"",""id"",""guess"",""chewing"",""worms"",""like"",""firm"",""enough"",""texture"",""pasta"",""still"",""gel"",""like"",""put"",""spaghetti"",""sauce"",""maybe"",""theres"",""better"",""option"",""found"",""yet"",""ive"",""read"",""nutritional"",""benefits"",""may"",""makes"",""worth"",""try"",""cost"",""certainly"",""reasonable"",""enough"",""give"",""try"",""maybe"",""youll"",""better"",""idea""]"
